sensor_type	dt	px	py	vx	vy	estimate_x	estimate_y	estimate_vx	estimate_vy	rmse_x	rmse_y	rmse_vx	rmse_vy	NIS_lidar	NIS_radar
L	11477010463950000	27.8135	7.73929	-2.72722	4.28656	27.8461	7.78149	-2.84382	4.3402	0.0665533	0.075841	0.164965	0.207245	0.199509	0.964251
R	11477010464000000	27.6747	7.95203	-2.82265	4.21877	27.6924	7.99595	-2.96357	4.26288	0.0664798	0.0757811	0.164912	0.20701	0.199509	0.751006
L	11477010464050000	27.5312	8.16134	-2.91558	4.14938	27.5292	8.20845	-3.08769	4.18303	0.0664011	0.075726	0.164929	0.206771	0.25097	0.751006
R	11477010464100000	27.3831	8.36714	-3.00599	4.07849	27.3547	8.40023	-3.24627	4.06473	0.0663369	0.0756536	0.165148	0.206528	0.25097	3.79257
L	11477010464150000	27.2305	8.56936	-3.09388	4.00622	27.2086	8.57339	-3.32355	3.94974	0.0662672	0.0755645	0.16533	0.206302	1.06688	3.79257
R	11477010464200000	27.0736	8.76794	-3.17922	3.93267	27.0395	8.77534	-3.4381	3.86546	0.0662099	0.0754765	0.165612	0.206085	1.06688	1.77144
L	11477010464250000	26.9125	8.9628	-3.262	3.85794	26.8167	9.03792	-3.61265	3.8456	0.066295	0.0754756	0.166288	0.205844	7.03242	1.77144
R	11477010464300000	26.7473	9.1539	-3.34223	3.78216	26.6315	9.22287	-3.69059	3.75174	0.0664539	0.075461	0.166946	0.205608	7.03242	4.51373
L	11477010464350000	26.5781	9.34119	-3.4199	3.70541	26.4363	9.36652	-3.79227	3.59569	0.0667294	0.0753827	0.167719	0.205436	1.68863	4.51373
R	11477010464400000	26.4052	9.52461	-3.49502	3.62781	26.279	9.56221	-3.80444	3.55061	0.0669293	0.0753167	0.168189	0.20523	1.68863	3.86653
L	11477010464450000	26.2285	9.70414	-3.56759	3.54945	26.0937	9.76897	-3.88782	3.49861	0.0671669	0.075294	0.168701	0.205006	1.00131	3.86653
R	11477010464500000	26.0483	9.87973	-3.63763	3.47045	25.9197	9.96216	-3.89752	3.46058	0.0673743	0.0753114	0.16897	0.204769	1.00131	6.64259
L	11477010464550000	25.8646	10.0514	-3.70515	3.39089	25.7482	10.0846	-3.94202	3.31123	0.0675287	0.0752411	0.169158	0.204568	2.50304	6.64259
R	11477010464600000	25.6776	10.219	-3.77016	3.31087	25.552	10.2511	-4.02527	3.21746	0.0677204	0.07517	0.169407	0.204381	2.50304	0.899475
L	11477010464650000	25.4875	10.3826	-3.8327	3.2305	25.3664	10.3452	-4.0721	3.03872	0.0678914	0.0751048	0.169602	0.204352	3.39699	0.899475
R	11477010464700000	25.2942	10.5422	-3.89278	3.14987	25.168	10.5135	-4.12019	2.97602	0.0680826	0.0750311	0.169757	0.204288	3.39699	4.6333
L	11477010464750000	25.098	10.6978	-3.95044	3.06906	24.9505	10.6639	-4.20266	2.87866	0.0683705	0.0749626	0.169992	0.204257	0.165116	4.6333
R	11477010464800000	24.899	10.8493	-4.00571	2.98817	24.7486	10.8148	-4.22537	2.81223	0.06867	0.0748949	0.170122	0.204196	0.165116	3.8009
L	11477010464850000	24.6973	10.9967	-4.05861	2.90729	24.5469	10.9378	-4.27427	2.69644	0.0689673	0.0748623	0.17024	0.204212	0.313891	3.8009
R	11477010464900000	24.493	11.1402	-4.10919	2.8265	24.3506	11.0956	-4.30916	2.64259	0.0692229	0.0748073	0.170314	0.204168	0.313891	6.76279
L	11477010464950000	24.2862	11.2795	-4.15749	2.74589	24.1574	11.2425	-4.34156	2.57642	0.0694161	0.0747431	0.170346	0.204096	1.45285	6.76279
R	11477010465000000	24.0771	11.4149	-4.20354	2.66553	23.9467	11.3623	-4.39367	2.46864	0.0696148	0.0747003	0.170394	0.20408	1.45285	2.41727
L	11477010465050000	23.8657	11.5462	-4.24739	2.58551	23.7389	11.425	-4.42517	2.29084	0.069797	0.0748382	0.170411	0.20433	2.59338	2.41727
R	11477010465100000	23.6522	11.6736	-4.28909	2.50589	23.536	11.5488	-4.4326	2.22504	0.0699365	0.0749885	0.170355	0.204535	2.59338	1.53951
L	11477010465150000	23.4366	11.797	-4.32868	2.42676	23.3155	11.6782	-4.48126	2.15555	0.0700938	0.075116	0.170317	0.20471	0.380748	1.53951
R	11477010465200000	23.2191	11.9164	-4.36622	2.34818	23.0969	11.7945	-4.50947	2.08136	0.0702541	0.0752538	0.170261	0.20487	0.380748	0.804569
L	11477010465250000	22.9998	12.0319	-4.40174	2.27022	22.862	11.9234	-4.56688	2.01975	0.0704781	0.0753449	0.17025	0.204984	0.575236	0.804569
R	11477010465300000	22.7788	12.1436	-4.43532	2.19295	22.6522	12.0418	-4.5692	1.96876	0.0706533	0.0754145	0.170177	0.205029	0.575236	2.07356
L	11477010465350000	22.5561	12.2513	-4.46699	2.11642	22.429	12.1388	-4.60215	1.87636	0.0708293	0.0755177	0.170107	0.205114	0.0720504	2.07356
R	11477010465400000	22.3319	12.3553	-4.49681	2.04071	22.2251	12.2505	-4.56878	1.846	0.0709296	0.0755954	0.169951	0.205091	0.0720504	4.99228
L	11477010465450000	22.1062	12.4555	-4.52484	1.96586	21.9637	12.354	-4.64292	1.76729	0.0711686	0.0756628	0.169854	0.205077	1.67538	4.99228
R	11477010465500000	21.8792	12.552	-4.55114	1.89194	21.7436	12.451	-4.66284	1.69555	0.0713758	0.0757283	0.169747	0.205058	1.67538	1.94418
L	11477010465550000	21.6509	12.6448	-4.57575	1.81899	21.511	12.5299	-4.69309	1.59944	0.0715999	0.0758374	0.169649	0.205091	0.0101245	1.94418
R	11477010465600000	21.4215	12.734	-4.59875	1.74706	21.295	12.6186	-4.6766	1.54797	0.0717674	0.0759474	0.169501	0.205078	0.0101245	2.65684
L	11477010465650000	21.1909	12.8197	-4.62018	1.6762	21.0795	12.7867	-4.69234	1.60287	0.0718789	0.0758796	0.169348	0.204881	9.17343	2.65684
R	11477010465700000	20.9593	12.9018	-4.6401	1.60647	20.8438	12.8718	-4.73049	1.52302	0.0720038	0.0758092	0.169215	0.204693	9.17343	2.07231
L	11477010465750000	20.7267	12.9804	-4.65858	1.53789	20.6439	12.9366	-4.713	1.43282	0.0720291	0.0757539	0.169048	0.204528	2.21086	2.07231
R	11477010465800000	20.4932	13.0557	-4.67567	1.47051	20.4046	12.9807	-4.76919	1.28502	0.0720694	0.0757524	0.16892	0.204488	2.21086	6.28577
L	11477010465850000	20.2589	13.1276	-4.69142	1.40437	20.1718	13.0813	-4.79038	1.25546	0.0721056	0.0757006	0.168799	0.204383	1.53439	6.28577
R	11477010465900000	20.0239	13.1962	-4.70591	1.3395	19.9291	13.1565	-4.79511	1.20836	0.0721628	0.0756408	0.168666	0.204252	1.53439	4.24987
L	11477010465950000	19.7882	13.2616	-4.71918	1.27594	19.7246	13.1766	-4.76959	1.07378	0.0721452	0.0756624	0.168499	0.204248	2.20671	4.24987
R	11477010466000000	19.5518	13.3239	-4.73129	1.21372	19.4898	13.2544	-4.77515	1.03873	0.0721246	0.0756495	0.168329	0.204189	2.20671	4.35592
L	11477010466050000	19.3149	13.3831	-4.7423	1.15287	19.2061	13.3381	-4.84802	0.998591	0.0722243	0.0755966	0.168218	0.204094	2.99586	4.35592
R	11477010466100000	19.0774	13.4392	-4.75226	1.09341	18.9658	13.3764	-4.8574	0.90412	0.0723323	0.0755713	0.168107	0.204063	2.99586	1.50579
L	11477010466150000	18.8395	13.4925	-4.76124	1.03538	18.7358	13.3986	-4.85392	0.791642	0.0724145	0.0756155	0.167981	0.204157	0.407553	1.50579
R	11477010466200000	18.6011	13.5429	-4.76928	0.97879	18.4833	13.4372	-4.87748	0.707809	0.0725427	0.0756931	0.167876	0.204324	0.407553	1.26131
L	11477010466250000	18.3624	13.5904	-4.77644	0.923668	18.2695
